date_of_sale ,street,postal_code,county,price ,not_full_market_price,vat_exclusive,property_name
6/1/2020,"BOOKEEN, KILNADEEMA, LOUGHREA",,Galway,40000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"BRIDGE HOUSE, AUGHRIM, WICKLOW",,Wicklow,90000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"CLOGHINCH, TEMPLEDERRY, NENAGH",,Tipperary,70000,Yes,No,Second-Hand Dwelling house /Apartment
6/1/2020,"CUAN KILDARRA, BANDON, CORK",,Cork,405000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"INISHEER VIEW, LOUGH NORTH, DOOLIN",,Clare,240000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"JUDEHOLME, 9 ST JOSEPHS PARK, THE LOUGH",,Cork,275000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"KILMORE, LIMERICK, CLARE",,Clare,365000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"LAKEVIEW, LATTINALBANY, CARRICKMACROSS",,Monaghan,92000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"MAIN STREET, RATHWIRE, COUNTY WEATMEATH",,Westmeath,70000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"MAIN ST, BALLINAGARE, CASTLEREA",,Roscommon,25000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"NEWTOWN, KILCOCK, KILDARE",,Kildare,340000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"SOOREENY CROSS, SIXMILEBRIDGE, CLARE",,Clare,240000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"THE COTTAGES, KNOCKMORE, BALLINA",,Mayo,57000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"THE MANOR, MANORFIELD, KINNEGAD",,Westmeath,210000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"THE WILLOWS, BALLINTLEAVE, GLENBEIGH",,Kerry,310000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"TIERACLEA, TARBERT, KERRY",,Kerry,80000,No,No,Second-Hand Dwelling house /Apartment
6/1/2020,"WHITE CASTLE, LEINSTER STREET, ATHY",,Kildare,435000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"1 CLASHEEN LANE, ROSSCARBERY, CORK",,Cork,220000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"1 GLENMAROON RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"1 INVER GEAL, CORTOBER, CARRICK ON SHANNON",,Roscommon,122500,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"1 Seagreen Park, Blacklion, Greystones",,Wicklow,541850.22,No,Yes,New Dwelling house /Apartment
7/1/2020,"1 ST HELENS DR, ST HELENS BAY, KILRANE",,Wexford,225000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"1 STATION ROAD, TIMOLEAGUE, CO CORK",,Cork,90000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"106 Knightswood, Matthews Lane, Drogheda",,Meath,252580,No,Yes,New Dwelling house /Apartment
7/1/2020,"11 LOUGH CONN TERRACE, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"112  DOOLARGY  AVE., MUIRHEVNA  MÓR, DUNDALK",,Louth,75000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"12 STONECROFT SHANGANAGHK RD, KILLINEY, DUBLIN",,Dublin,399000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"12 The Green, Ledwill Park, Kilcock",,Kildare,286343.61,No,Yes,New Dwelling house /Apartment
7/1/2020,"12A/13 UPPER DUBLIN HILL, BLACKPOOL, CO CORK",,Cork,232500,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"14 NORE TERRACE, MAUDLIN ST, KILKENNY",,Kilkenny,172000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"155 SHANLISS RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,362000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"16 BEECHWOOD GROVE, LIFFORD, DONEGAL",,Donegal,99000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"17 CAMDEN RD, CROSSHAVEN, CORK",,Cork,400000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"17 GURTEEN VIEW, RATHMADDER, GURTEEN",,Sligo,49000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"19 LOUGH GASH, NEWMARKET ON FERGUS, CLARE",,Clare,240000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"1A APPIAN CLOSE, ARDKEEN VILLAGE, CO WATERFORD",,Waterford,257500,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"2 ASPEN PARK, KINSEALY, SWORDS",,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"2 STATION ROAD, TIMOLEAGUE, CO CORK",,Cork,90000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"2 THE COMPASS, GERALDINE PLACE, KILKEE",,Clare,320000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"20 lyreen close, mariavilla, maynooth",,Kildare,422907.49,No,Yes,New Dwelling house /Apartment
7/1/2020,"20 ORMOND CLOSE, SWORDS MANOR, SWORDS",,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"219 CHERRYWOOD PK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,217500,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"22 Stewart Court, Ramelton",,Donegal,130000,No,Yes,New Dwelling house /Apartment
7/1/2020,"26 Hunters Hill, Gorey",,Wexford,215900,No,Yes,New Dwelling house /Apartment
7/1/2020,"29 BALBRIGGAN ST, SKERRIES, DUBLIN",,Dublin,457000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"3 ABHANN OR, BANGOR ERRIS, MAYO",,Mayo,50100,Yes,No,Second-Hand Dwelling house /Apartment
7/1/2020,"3 CHURCH RD, KILTALE, DUNSANY",,Meath,275000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"3 COTTAGE VIEW, ANNAGASSAN, DUNLEER",,Louth,185000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"3 Dunville Lawn, Athlumney, Navan",,Meath,334802,No,Yes,New Dwelling house /Apartment
7/1/2020,"3 MOYVALE GREEN, THE SLIGO RD, BALLINA",,Mayo,130000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"3 SANDYCOVE AVE EAST, DUN LAOGHAIRE, DUBLIN",,Dublin,1092000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"3 SLADE CASTLE CLOSE, SAGGART, DUBLIN",Dublin 24,Dublin,201000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"3 STATION ROAD, TIMOLEAGUE, CO CORK",,Cork,90000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"3 THE SEXTANT, GRATTEN ST, KILKEE",,Clare,140000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"32 MELVILLE HEIGHTS, BENNETTSBRIDGE RD, KILKENNY",,Kilkenny,215000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"38 The Grove, St. Marnock's Bay, Station Road",,Dublin,396400,No,Yes,New Dwelling house /Apartment
7/1/2020,"4 BALLYMORRIS COURT, PORTARLINGTON, LAOIS",,Laois,225000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"41 ROCKFIELD COURT, DUNDALK, LOUTH",,Louth,190000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"42  BlossomHill, Broomfield Village, Midleton",,Cork,320450,No,Yes,New Dwelling house /Apartment
7/1/2020,"49 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,533000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"5 ABBEYFIELD, MILLTOWN, DUBLIN 6",Dublin 6,Dublin,405000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"5 DEENEYS FLATS, POUND STREET, RATHMULLAN",,Donegal,110000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"5 Lakelands Place, Crawford Gate, Blackrock",,Cork,281938,No,Yes,New Dwelling house /Apartment
7/1/2020,"51 Cloghgarrett Abbey, Rathbride Road, Kildare",,Kildare,286299.55,No,Yes,New Dwelling house /Apartment
7/1/2020,"51 CRANMORE DR, SLIGO, SLIGO",,Sligo,71000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"52 BURWOOD, BUNCRANA, DONEGAL",,Donegal,138000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"6 DRUMBEAR WOOD, COOTEHILL RD, MONAGHAN",,Monaghan,213000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"62 MILL GATE, MILLERSTOWN, KILCOCK",,Meath,292000,No,Yes,New Dwelling house /Apartment
7/1/2020,"7 CORRIB RD, TERENURE, DUBLIN 6W",,Dublin,482000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"7 MAPLE DRIVE, DRUMGOLA WOOD, CAVAN",,Cavan,209000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"7 THE SYCAMORES, RATHMULLAN, DONEGAL",,Donegal,168000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"8 REILLYS AVE, DOLPHINS BARN, DUBLIN 8",Dublin 8,Dublin,140000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"8 RIVERVIEW, TARMONBARRY, CO ROSCOMMON",,Roscommon,160000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"80A, THE CURRAGH, CASTLEBAR",,Mayo,70000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"81 HANDEL HOUSE, LORETO ABBEY, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"82 Carton Wood, Maynooth",,Kildare,379955.95,No,Yes,New Dwelling house /Apartment
7/1/2020,"9 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD",,Wexford,166000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"9 Radharc Na Tra, Ballyness, Falcarragh",,Donegal,130000,No,Yes,New Dwelling house /Apartment
7/1/2020,"9 SLANLISS, COLLINS AVE, DUNMORE RD",,Waterford,255000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"93 PRIORSGATE, TALLAGHT, DUBLIN 24",,Dublin,146000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"98 Cluain Bui, Quinagh",,Carlow,182379,No,Yes,New Dwelling house /Apartment
7/1/2020,"APARTMENT B, 80 THE CURRAGH, CASTLEBAR",,Mayo,30000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"APT. 3 BLOCK 3, VALENTIA HARBOUR APARTMENTS, THE WATERMARQUE CAHERCIVEEN",,Kerry,45000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"Ballinarrry, Carrickmacross",,Monaghan,155000,No,Yes,New Dwelling house /Apartment
7/1/2020,"Ballygalogue Road, Listowel",,Kerry,173546.26,Yes,Yes,New Dwelling house /Apartment
7/1/2020,"Ballygalogue Road, Listowel",,Kerry,173546.26,Yes,Yes,New Dwelling house /Apartment
7/1/2020,"BARRAGHMORE, DRUMLISH, CO LONGFORD",,Longford,30000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"CARRIGCLEENA MORE, BWEENG, MALLOW",,Cork,160000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"CASTLE HOUSE, THE DEMENSE, MONKSTOWN",,Cork,850000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"CLONROSS, NAVAN RD, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,1350000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"COIS ABHAINN, BALLYTOOHEY, TERMONBARRY",,Roscommon,250000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"CORNELSCOURT, NEWBRIDGE, KILDARE",,Kildare,305000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"DROUMAGOWLANE, ADRIGOLE, BEARA",,Cork,125000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"GREEN HILL, BENGOUR WEST, NEWCESTOWN",,Cork,220000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"HILLCREST, WESTGATE, BIRR",,Offaly,130000,Yes,No,Second-Hand Dwelling house /Apartment
7/1/2020,"KILFEA, ISLANDDEADY, CASTLEBAR",,Mayo,140000,Yes,No,Second-Hand Dwelling house /Apartment
7/1/2020,"KNOCKNAGREANA, OLD PALLAS, COUNTY LIMERICK",,Limerick,20000,Yes,No,Second-Hand Dwelling house /Apartment
7/1/2020,"LACK, MILLTOWN, TUAM",,Galway,290000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"LOUGHANURE COMMONS, CLANE, KILDARE",,Kildare,365000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"MINEHILL, DROMAGH, MALLOW",,Cork,155000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"MULLAUN, MANORHAMILTON, COUNTY LEITRIM",,Leitrim,56000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"SAINT MARY OF THE SERVANTS, BLAKESTOWN, DUBLIN 15",,Dublin,167500,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"SOCKEY HALL, CRECORA, LIMERICK",,Limerick,239000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"SOLAS, NEWTOWN, BROADWAY",,Wexford,215000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"THE OLD MILL, AUGHACASLA SOUTH, CASTLEGREGORY",,Kerry,125000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"TOUNTINNA, BALLINA, KILLALOE PO",,Tipperary,230000,No,No,Second-Hand Dwelling house /Apartment
7/1/2020,"WARRENSTOWN, DRUMREE, CO.MEATH",,Meath,416000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"1 CLOONSLANOR, STROKESTOWN, COUNTY ROSCOMMON",,Roscommon,50000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"1 COIS GLAISE, LIOS NA RI, SMITHS ROAD",,Cork,220000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"1 GREENVILLE RD, STRADBROOK, BLACKROCK",,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"1 KILMALOGUE DOWNS, TULLAMORE RD, PORTARLINGTON",,Offaly,171000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"11 OLDE MILL STONE, KILLALA ROAD, BALLINA",,Mayo,150000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"111 THE GRANGE, RAHEEN, LIMERICK",,Limerick,260000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"12 MOREEN LAWNS, SANDYFORD, DUBLIN 16",Dublin 16,Dublin,376000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"12A The Willows, Janeville, Carrigaline",,Cork,321585.9,No,Yes,New Dwelling house /Apartment
8/1/2020,"131 FINGLAS PARK, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"14 GARRAN CHLUAIN NA HEASCRACH, LEAMHCAN, DUBLIN",Dublin 15,Dublin,316000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"14 WESTBOURNE DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"144 CORBAWN WOOD, SHANKILL, DUBLIN",Dublin 18,Dublin,532000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"16 COSMONA, LOUGHREA, GALWAY",,Galway,42500,Yes,No,Second-Hand Dwelling house /Apartment
8/1/2020,"17 BELLAMONT VIEW, COOTEHILL, CAVAN",,Cavan,225000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"19 DOMVILLE GROVE, KILLINEY HILL RD, KILLINEY",,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"2 FATHER GRIFFIN AVE, GALWAY, GALWAY",,Galway,237500,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"2 FATHER GRIFFIN AVE, GALWAY, GALWAY",,Galway,237500,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"2 SPRANGERS YARD, TEMPLE BAR, DUBLIN 2",Dublin 2,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"2 WILLIAMSTOWN GLEN, WILLIAMSTOWN RD, WATERFORD",,Waterford,212000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"20 Meadowbank Lane, Millers Glen, Swords",,Dublin,360000,No,Yes,New Dwelling house /Apartment
8/1/2020,"21 DELGANY PARK, DELGANY, CO WICKLOW",,Wicklow,331000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"215 Kylemore, Schoolhouse Road, Castletroy",,Limerick,289867.85,No,Yes,New Dwelling house /Apartment
8/1/2020,"216 THE GRANGE, RAHEEN, LIMERICK",,Limerick,290749,No,Yes,New Dwelling house /Apartment
8/1/2020,"22 Doire Fea, Kilrainey, Moycullen",,Galway,257268,No,Yes,New Dwelling house /Apartment
8/1/2020,"23 CAHERANNE VILLAGE, BALLYVELLY, TRALEE",,Kerry,190000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"23 CASTLEKNOCK CRESCENT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"24 FRIARS GREEN, TULLOW RD, CARLOW",,Carlow,180000,Yes,No,Second-Hand Dwelling house /Apartment
8/1/2020,"24 TRINITY PLAZA, TARA ST, DUBLIN 2",Dublin 2,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"26 Bollarney Woods, Bollarney North, Wicklow",,Wicklow,194422,Yes,Yes,New Dwelling house /Apartment
8/1/2020,"26 DODDERBROOK PARK, DODDERBROOK, OLDCOURT ROAD",Dublin 24,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"26 MAYFIELD, KELLS RD, KILKENNY",,Kilkenny,318000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"27 Bollarney Woods, Bollarney North, Wicklow",,Wicklow,194422,Yes,Yes,New Dwelling house /Apartment
8/1/2020,"27 WAINSFORT AVE, TERENURE, DUBLIN 6W",,Dublin,510000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"28 Bollarney Woods, Bollarney North, Wicklow",,Wicklow,194422,Yes,Yes,New Dwelling house /Apartment
8/1/2020,"28 CARRIG COURT, RATHNEW, CO WICKLOW",,Wicklow,237500,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"28 DALY TEC, RATHDOWNEY, LAOIS",,Laois,100000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"3 QUAY SIDE, MCSWEENEY QUAY, BANDON",,Cork,117000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"3 Seagreen Gate, Chapel Road, Blacklion",,Wicklow,387665,No,Yes,New Dwelling house /Apartment
8/1/2020,"3 THE OLD FOUNDARY, CHURCH LANE, BALLINROBE",,Mayo,65000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"31 MAELDUIN, DUNSHAUGHLIN, MEATH",,Meath,293000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"31 ROS ALAINN, GURTEENROE, MACROOM",,Cork,205000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"31 THE GREEN  MEADOWVALE, ARKLOW, WICKLOW",,Wicklow,165000,Yes,No,Second-Hand Dwelling house /Apartment
8/1/2020,"31 The Willows, Allenwood",,Kildare,273127.76,No,Yes,New Dwelling house /Apartment
8/1/2020,"33 KILLARNEY ROAD, CASTLEISLAND, CO. KERRY",,Kerry,135000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"33 WATERFRONT APARTMENTS, LYNCHES QUAY, COBH",,Cork,125000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"34 The Crescent, St Marnock's Bay, Portmarnock",,Dublin,440528.8,No,Yes,New Dwelling house /Apartment
8/1/2020,"35 The Grove, St. Marnocks Bay, Station Road",,Dublin,308370,No,Yes,New Dwelling house /Apartment
8/1/2020,"37 QUIGNALECKA, SLIGO RD, BALLINA",,Mayo,170000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"41 FOXROCK MANOR, FOXROCK, DUBLIN",Dublin 18,Dublin,950000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"41 OXMANTOWN RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"44 ARAVON COURT, BRAY, WICKLOW",,Wicklow,311250,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"440 GALTYMORE RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,253000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"46 DAKOTA COURT, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7",Dublin 7,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"46 Innisfallen, Rockery Road, Killarney",,Kerry,228193,No,Yes,New Dwelling house /Apartment
8/1/2020,"5 FOXBOROUGH, CASTLEBRIDGE, CO WEXFORD",,Wexford,320000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"5 MARY ST, MULLINGAR, WESTMEATH",,Westmeath,240000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"51 THE HEIGHTS, MELROSE PARK, KINSEALY",,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"52 OLCOVAR, DUBLIN RD, SHANKILL",Dublin 18,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"53 PARKLANDS, TUBBERCURRY, SLIGO",,Sligo,26916.49,Yes,No,Second-Hand Dwelling house /Apartment
8/1/2020,"59 PARK ST, DUNDALK, LOUTH",,Louth,110000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"6 AN GLASAN, GREENVILLE, ENNISCORTHY",,Wexford,183000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"6 CLUAIN AOIBHINN, MAYNOOTH, KILDARE",,Kildare,335000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"6 CUL NA GREINE, KILRANE, ROSSLARE HARBOUR",,Wexford,158000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"6 RUSSELL AVE, DRUMCONDRA, DUBLIN 3",Dublin 3,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"6 SWEETMOUNT AVENUE, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,590000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"64 BERESFORD HOUSE, CUSTOM HOUSE SQ, IFSC DUBLIN 1",Dublin 1,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"65 THE GROVE, INSE BAY, LAYTOWN",,Meath,290000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"69 OAK RISE, GREENPARK, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,262000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"7 KILLININNY COURT, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment
8/1/2020,"78 CHANCERY STREET, DUBLIN 7",,Dublin,186666,No,No,Second-Hand Dwelling house /Apartment
